id,sex,svl,mass,Ctmax,Ctmin,Tb,time,Tselect,Sex
1918,J,34,2.65,42.6,8.1,,2,34.3,M
1918,J,34,2.65,42.6,8.1,,3,32.9,M
1918,J,34,2.65,42.6,8.1,,4,33.5,M
1918,J,34,2.65,42.6,8.1,,5,34.1,M
1918,J,34,2.65,42.6,8.1,,6,34.2,M
1918,J,34,2.65,42.6,8.1,,7,35.3,M
1918,J,34,2.65,42.6,8.1,,8,33.5,M
1918,J,34,2.65,42.6,8.1,,9,33.6,M
1919,J,39,3.72,39.7,8.1,,1,37.3,F
1919,J,39,3.72,39.7,8.1,,2,35.9,F
1919,J,39,3.72,39.7,8.1,,3,35.3,F
1919,J,39,3.72,39.7,8.1,,4,34.7,F
1919,J,39,3.72,39.7,8.1,,5,34,F
1919,J,39,3.72,39.7,8.1,,6,35,F
1919,J,39,3.72,39.7,8.1,,7,36.7,F
1919,J,39,3.72,39.7,8.1,,8,35.6,F
1919,J,39,3.72,39.7,8.1,,9,32.9,F
1920,J,36,2.98,45,8.2,,1,37.8,F
1920,J,36,2.98,45,8.2,,2,36.2,F
1920,J,36,2.98,45,8.2,,3,35.1,F
1920,J,36,2.98,45,8.2,,4,35.7,F
1920,J,36,2.98,45,8.2,,5,33.5,F
1920,J,36,2.98,45,8.2,,6,35.5,F
1920,J,36,2.98,45,8.2,,7,36.9,F
1920,J,36,2.98,45,8.2,,8,35.1,F
1920,J,36,2.98,45,8.2,,9,30.3,F
1921,J,36,2.91,39.9,10.4,,1,34.2,F
1921,J,36,2.91,39.9,10.4,,2,33.4,F
1921,J,36,2.91,39.9,10.4,,3,27.3,F
1921,J,36,2.91,39.9,10.4,,4,26.5,F
1921,J,36,2.91,39.9,10.4,,5,27.7,F
1921,J,36,2.91,39.9,10.4,,6,26.1,F
1921,J,36,2.91,39.9,10.4,,7,35.6,F
1921,J,36,2.91,39.9,10.4,,8,34.2,F
1921,J,36,2.91,39.9,10.4,,9,34.8,F
1928,J,33,2.37,42.1,11.6,,1,33.8,F
1928,J,33,2.37,42.1,11.6,,2,25.4,F
1928,J,33,2.37,42.1,11.6,,3,23.8,F
1928,J,33,2.37,42.1,11.6,,4,29.4,F
1928,J,33,2.37,42.1,11.6,,5,30.9,F
1928,J,33,2.37,42.1,11.6,,6,33.1,F
1928,J,33,2.37,42.1,11.6,,7,34.6,F
1928,J,33,2.37,42.1,11.6,,8,33.8,F
1928,J,33,2.37,42.1,11.6,,9,31.8,F
1931,J,35,2.53,41.2,10.9,,1,31.8,F
1931,J,35,2.53,41.2,10.9,,2,31.9,F
1931,J,35,2.53,41.2,10.9,,3,32.5,F
1931,J,35,2.53,41.2,10.9,,4,29.5,F
1931,J,35,2.53,41.2,10.9,,5,32.6,F
1931,J,35,2.53,41.2,10.9,,6,31.6,F
1931,J,35,2.53,41.2,10.9,,7,32.1,F
1931,J,35,2.53,41.2,10.9,,8,35.1,F
1931,J,35,2.53,41.2,10.9,,9,31.8,F
1932,J,40,4.43,43.1,7.7,,1,32.5,F
1932,J,40,4.43,43.1,7.7,,2,34,F
1932,J,40,4.43,43.1,7.7,,3,32.5,F
1932,J,40,4.43,43.1,7.7,,4,34,F
1932,J,40,4.43,43.1,7.7,,5,34.6,F
1932,J,40,4.43,43.1,7.7,,6,33.2,F
1932,J,40,4.43,43.1,7.7,,7,34.4,F
1932,J,40,4.43,43.1,7.7,,8,35,F
1932,J,40,4.43,43.1,7.7,,9,34.8,F
1934,J,35,2.92,40.8,7.4,,1,26.9,M
1934,J,35,2.92,40.8,7.4,,2,25.9,M
1934,J,35,2.92,40.8,7.4,,3,33.8,M
1934,J,35,2.92,40.8,7.4,,4,32.5,M
1934,J,35,2.92,40.8,7.4,,5,34,M
1934,J,35,2.92,40.8,7.4,,6,30.4,M
1934,J,35,2.92,40.8,7.4,,7,32.6,M
1934,J,35,2.92,40.8,7.4,,8,25.8,M
1934,J,35,2.92,40.8,7.4,,9,26.7,M
1936,J,35,2.68,42.1,8.1,,1,32.2,F
1936,J,35,2.68,42.1,8.1,,2,30.6,F
1936,J,35,2.68,42.1,8.1,,3,29.4,F
1936,J,35,2.68,42.1,8.1,,4,32.8,F
1936,J,35,2.68,42.1,8.1,,5,32.7,F
1936,J,35,2.68,42.1,8.1,,6,31.5,F
1936,J,35,2.68,42.1,8.1,,7,34.8,F
1936,J,35,2.68,42.1,8.1,,8,33.4,F
1936,J,35,2.68,42.1,8.1,,9,32.8,F
1937,J,36,3.11,41.7,10.8,31.7,1,32.5,F
1937,J,36,3.11,41.7,10.8,31.7,2,31.1,F
1937,J,36,3.11,41.7,10.8,31.7,3,27.5,F
1937,J,36,3.11,41.7,10.8,31.7,4,29.8,F
1937,J,36,3.11,41.7,10.8,31.7,5,28.4,F
1937,J,36,3.11,41.7,10.8,31.7,6,29.7,F
1937,J,36,3.11,41.7,10.8,31.7,7,26.7,F
1937,J,36,3.11,41.7,10.8,31.7,8,29.2,F
1937,J,36,3.11,41.7,10.8,31.7,9,27.4,F
1942,J,39,3.19,44.2,8.1,,1,35.4,F
1942,J,39,3.19,44.2,8.1,,2,34.1,F
1942,J,39,3.19,44.2,8.1,,3,33.3,F
1942,J,39,3.19,44.2,8.1,,4,31.6,F
1942,J,39,3.19,44.2,8.1,,5,32.6,F
1942,J,39,3.19,44.2,8.1,,6,30,F
1942,J,39,3.19,44.2,8.1,,7,33.7,F
1942,J,39,3.19,44.2,8.1,,8,35.6,F
1942,J,39,3.19,44.2,8.1,,9,33.6,F
1943,J,44,4.52,42.8,10.4,31.9,1,33.2,F
1943,J,44,4.52,42.8,10.4,31.9,2,34.6,F
1943,J,44,4.52,42.8,10.4,31.9,3,34.1,F
1943,J,44,4.52,42.8,10.4,31.9,4,34.7,F
1943,J,44,4.52,42.8,10.4,31.9,5,33.7,F
1943,J,44,4.52,42.8,10.4,31.9,6,33.1,F
1943,J,44,4.52,42.8,10.4,31.9,7,33.7,F
1943,J,44,4.52,42.8,10.4,31.9,8,34.6,F
1943,J,44,4.52,42.8,10.4,31.9,9,31.5,F
1944,J,36,2.96,42.4,7.3,,1,33,F
1944,J,36,2.96,42.4,7.3,,2,28.9,F
1944,J,36,2.96,42.4,7.3,,3,31.9,F
1944,J,36,2.96,42.4,7.3,,4,33.1,F
1944,J,36,2.96,42.4,7.3,,5,35.7,F
1944,J,36,2.96,42.4,7.3,,6,35.2,F
1944,J,36,2.96,42.4,7.3,,7,34,F
1944,J,36,2.96,42.4,7.3,,8,32.9,F
1944,J,36,2.96,42.4,7.3,,9,32.7,F
1945,J,41,3.75,43.4,8.2,,1,33.4,M
1945,J,41,3.75,43.4,8.2,,2,30.7,M
1945,J,41,3.75,43.4,8.2,,3,33.3,M
1945,J,41,3.75,43.4,8.2,,4,32.6,M
1945,J,41,3.75,43.4,8.2,,5,33.6,M
1945,J,41,3.75,43.4,8.2,,6,30.5,M
1945,J,41,3.75,43.4,8.2,,7,32.3,M
1945,J,41,3.75,43.4,8.2,,8,31.9,M
1945,J,41,3.75,43.4,8.2,,9,30.6,M
1946,J,39,3.48,40.5,5.8,,1,35,F
1946,J,39,3.48,40.5,5.8,,2,35.5,F
1946,J,39,3.48,40.5,5.8,,3,31.1,F
1946,J,39,3.48,40.5,5.8,,4,34.1,F
1946,J,39,3.48,40.5,5.8,,5,31.4,F
1946,J,39,3.48,40.5,5.8,,6,32.7,F
1946,J,39,3.48,40.5,5.8,,7,33.6,F
1946,J,39,3.48,40.5,5.8,,8,32.1,F
1946,J,39,3.48,40.5,5.8,,9,34.3,F
1949,J,37,3.12,42.8,6.6,,1,34.2,F
1949,J,37,3.12,42.8,6.6,,2,32.9,F
1949,J,37,3.12,42.8,6.6,,3,34,F
1949,J,37,3.12,42.8,6.6,,4,33.5,F
1949,J,37,3.12,42.8,6.6,,5,32.8,F
1949,J,37,3.12,42.8,6.6,,6,33.6,F
1949,J,37,3.12,42.8,6.6,,7,34.4,F
1949,J,37,3.12,42.8,6.6,,8,26.4,F
1949,J,37,3.12,42.8,6.6,,9,34,F
1929,M,56,10.75,42.1,9.6,,1,32.4,M
1929,M,56,10.75,42.1,9.6,,2,30.2,M
1929,M,56,10.75,42.1,9.6,,3,31.1,M
1929,M,56,10.75,42.1,9.6,,4,28.6,M
1929,M,56,10.75,42.1,9.6,,5,28.3,M
1929,M,56,10.75,42.1,9.6,,6,26.3,M
1929,M,56,10.75,42.1,9.6,,7,32.9,M
1929,M,56,10.75,42.1,9.6,,8,30.1,M
1929,M,56,10.75,42.1,9.6,,9,30.5,M
1939,M,60,12.6,41.4,6,,1,24.3,M
1939,M,60,12.6,41.4,6,,2,23.8,M
1939,M,60,12.6,41.4,6,,3,28.9,M
1939,M,60,12.6,41.4,6,,4,31.9,M
1939,M,60,12.6,41.4,6,,5,34,M
1939,M,60,12.6,41.4,6,,6,33.1,M
1939,M,60,12.6,41.4,6,,7,32.9,M
1939,M,60,12.6,41.4,6,,8,33,M
1939,M,60,12.6,41.4,6,,9,33.6,M
1940,M,50,9.43,44.8,5.4,,1,33,M
1940,M,50,9.43,44.8,5.4,,2,33.8,M
1940,M,50,9.43,44.8,5.4,,3,34.4,M
1940,M,50,9.43,44.8,5.4,,4,33.6,M
1940,M,50,9.43,44.8,5.4,,5,36.1,M
1940,M,50,9.43,44.8,5.4,,6,34.2,M
1940,M,50,9.43,44.8,5.4,,7,35.5,M
1940,M,50,9.43,44.8,5.4,,8,36.2,M
1940,M,50,9.43,44.8,5.4,,9,33.7,M
